성별,연령대,몸무게,운동경력,운동목적,운동종목,추천무게(kg),추천횟수,추천세트수,쉬는시간(초)
여성,40대,42.1,상급자,다이어트,바벨 로우,17.5,20,3,41
여성,40대,36.9,초보자,근비대,시티드 로우 머신,10.0,12,4,62
남성,20대,75.1,상급자,스트렝스,펙덱 플라이 머신,122.5,3,5,125
남성,30대,80.6,중급자,근비대,시티드 로우 머신,75.0,9,4,70
여성,60대 이상,56.5,중급자,근비대,펙덱 플라이 머신,32.5,12,4,83
남성,60대 이상,65.6,상급자,근비대,오버헤드 프레스,57.5,9,3,82
남성,20대,76.2,초보자,근비대,루마니안 데드리프트,25.0,9,3,70
여성,30대,55.3,초보자,근비대,레그 컬 머신,15.0,12,3,87
여성,30대,48.3,중급자,다이어트,레그 프레스 머신,20.0,15,3,36
남성,10대,88.1,초보자,재활/건강,벤치프레스,12.5,16,3,101
여성,60대 이상,52.2,상급자,스트렝스,벤치프레스,40.0,3,4,149
여성,30대,18.2,중급자,재활/건강,바벨 스쿼트,2.5,17,3,100
남성,50대,68.6,초보자,다이어트,체스트 프레스 머신,22.5,17,3,44
남성,40대,72.2,초보자,근비대,인클라인 덤벨 프레스,22.5,10,4,77
남성,20대,69.0,중급자,다이어트,체스트 프레스 머신,45.0,16,3,55
남성,60대 이상,83.7,중급자,다이어트,오버헤드 프레스,40.0,15,3,47
여성,20대,63.2,상급자,재활/건강,시티드 로우 머신,22.5,17,3,103
남성,50대,89.5,상급자,다이어트,레그 프레스 머신,87.5,16,3,51
남성,40대,71.7,상급자,다이어트,체스트 프레스 머신,70.0,17,3,52
남성,60대 이상,91.2,초보자,근비대,레그 프레스 머신,42.5,10,3,67
남성,10대,67.2,상급자,스트렝스,루마니안 데드리프트,72.5,5,5,160
남성,30대,97.4,초보자,다이어트,바벨 스쿼트,20.0,19,3,42
남성,40대,81.9,상급자,다이어트,오버헤드 프레스,55.0,15,3,58
여성,60대 이상,59.0,상급자,다이어트,어시스트 풀업 머신,42.5,16,3,37
여성,60대 이상,51.6,초보자,스트렝스,레그 컬 머신,17.5,3,4,141
여성,20대,42.5,초보자,스트렝스,오버헤드 프레스,10.0,5,4,155
남성,50대,75.7,초보자,재활/건강,어시스트 풀업 머신,17.5,18,3,93
남성,30대,84.9,중급자,스트렝스,펙덱 플라이 머신,95.0,4,5,169
여성,50대,58.6,중급자,근비대,레그 프레스 머신,32.5,12,3,87
남성,10대,80.7,상급자,스트렝스,레그 익스텐션 머신,125.0,4,4,174
여성,40대,58.5,중급자,근비대,바벨 로우,20.0,9,3,67
여성,60대 이상,52.4,중급자,스트렝스,사이드 레터럴 레이즈,25.0,5,4,178
남성,50대,61.6,상급자,스트렝스,펙덱 플라이 머신,95.0,4,5,177
남성,10대,71.8,중급자,근비대,시티드 로우 머신,65.0,10,4,89
여성,20대,60.1,중급자,다이어트,워킹 런지,15.0,19,3,56
여성,40대,54.0,상급자,다이어트,인클라인 덤벨 프레스,25.0,15,3,42
여성,10대,59.5,상급자,근비대,벤치프레스,37.5,12,4,80
여성,60대 이상,58.7,초보자,스트렝스,시티드 로우 머신,20.0,5,5,166
여성,60대 이상,67.6,초보자,스트렝스,벤치프레스,15.0,4,4,150
남성,10대,69.0,중급자,다이어트,레그 프레스 머신,47.5,19,3,59
남성,50대,80.5,초보자,근비대,레그 컬 머신,35.0,9,4,90
여성,40대,56.9,초보자,재활/건강,시티드 로우 머신,7.5,15,3,116
남성,30대,69.7,초보자,근비대,시티드 로우 머신,30.0,10,3,72
여성,60대 이상,48.4,초보자,재활/건강,레그 익스텐션 머신,5.0,16,3,100
여성,40대,53.8,초보자,근비대,바벨 로우,10.0,11,4,64
여성,50대,63.9,상급자,다이어트,바벨 스쿼트,30.0,20,3,49
남성,50대,68.3,중급자,재활/건강,바벨 스쿼트,17.5,15,3,119
여성,20대,58.6,초보자,근비대,워킹 런지,10.0,12,4,65
여성,60대 이상,57.1,초보자,근비대,인클라인 덤벨 프레스,10.0,12,4,90
남성,40대,69.5,중급자,재활/건강,바벨 로우,20.0,15,3,102
남성,20대,80.4,중급자,스트렝스,오버헤드 프레스,57.5,3,4,146
여성,40대,54.1,상급자,재활/건강,페이스 풀,15.0,16,3,113
여성,40대,58.0,초보자,다이어트,인클라인 덤벨 프레스,7.5,16,3,31
남성,60대 이상,65.8,상급자,다이어트,어시스트 풀업 머신,62.5,15,3,38
여성,30대,48.7,상급자,다이어트,레그 익스텐션 머신,32.5,18,3,38
남성,40대,69.8,초보자,재활/건강,워킹 런지,10.0,15,3,110
남성,60대 이상,87.0,중급자,근비대,레그 프레스 머신,77.5,9,3,75
남성,40대,75.2,중급자,스트렝스,체스트 프레스 머신,82.5,4,5,140
여성,20대,59.0,상급자,근비대,레그 프레스 머신,55.0,8,4,61
남성,60대 이상,71.3,중급자,스트렝스,체스트 프레스 머신,72.5,5,5,126
여성,60대 이상,54.8,초보자,다이어트,펙덱 플라이 머신,12.5,16,3,58
남성,60대 이상,95.0,상급자,다이어트,워킹 런지,65.0,15,3,58
남성,60대 이상,89.6,초보자,재활/건강,체스트 프레스 머신,17.5,18,2,104
남성,60대 이상,72.0,중급자,근비대,랫 풀다운 머신,65.0,11,4,73
여성,10대,46.6,초보자,다이어트,레그 프레스 머신,10.0,17,3,53
남성,10대,62.1,상급자,스트렝스,바벨 스쿼트,70.0,4,4,175
남성,20대,71.2,초보자,재활/건강,워킹 런지,10.0,15,3,110
여성,30대,62.9,상급자,다이어트,시티드 로우 머신,42.5,17,3,45
남성,40대,60.6,상급자,다이어트,펙덱 플라이 머신,57.5,18,3,49
여성,10대,41.0,초보자,스트렝스,인클라인 덤벨 프레스,10.0,5,4,156
여성,50대,78.8,중급자,근비대,시티드 로우 머신,45.0,11,3,78
남성,30대,83.4,상급자,다이어트,바벨 로우,52.5,15,3,36
남성,30대,70.2,상급자,스트렝스,랫 풀다운 머신,107.5,3,4,139
여성,40대,52.9,중급자,근비대,인클라인 덤벨 프레스,20.0,9,4,78
남성,10대,79.1,중급자,다이어트,체스트 프레스 머신,52.5,16,3,41
여성,20대,67.7,상급자,재활/건강,펙덱 플라이 머신,27.5,20,3,113
남성,10대,61.6,중급자,근비대,인클라인 덤벨 프레스,37.5,10,3,82
남성,10대,87.9,중급자,스트렝스,레그 프레스 머신,90.0,4,4,145
여성,40대,39.9,상급자,근비대,바벨 스쿼트,25.0,8,3,90
여성,30대,63.2,초보자,다이어트,레그 익스텐션 머신,12.5,20,3,60
남성,60대 이상,69.9,상급자,재활/건강,인클라인 덤벨 프레스,30.0,20,3,119
남성,60대 이상,68.5,중급자,스트렝스,레그 컬 머신,72.5,5,4,124
남성,60대 이상,80.5,중급자,재활/건강,오버헤드 프레스,20.0,17,2,94
남성,40대,68.9,초보자,재활/건강,레그 프레스 머신,15.0,16,3,92
남성,40대,76.8,상급자,다이어트,루마니안 데드리프트,47.5,18,3,35
남성,60대 이상,77.6,상급자,근비대,레그 프레스 머신,110.0,11,4,86
여성,60대 이상,64.7,초보자,근비대,레그 익스텐션 머신,17.5,9,4,83
남성,20대,82.5,상급자,다이어트,인클라인 덤벨 프레스,55.0,17,3,31
남성,40대,64.3,상급자,다이어트,바벨 로우,42.5,18,3,34
여성,30대,45.6,초보자,근비대,체스트 프레스 머신,12.5,11,3,71
남성,20대,84.5,상급자,근비대,바벨 로우,77.5,8,3,89
남성,30대,63.7,중급자,재활/건강,루마니안 데드리프트,15.0,20,3,102
여성,60대 이상,53.6,초보자,다이어트,레그 익스텐션 머신,12.5,16,3,38
남성,20대,73.2,상급자,다이어트,오버헤드 프레스,50.0,17,3,47
여성,20대,59.4,상급자,스트렝스,워킹 런지,42.5,4,5,143
남성,10대,69.3,초보자,스트렝스,페이스 풀,25.0,3,5,168
여성,40대,59.0,중급자,스트렝스,어시스트 풀업 머신,42.5,3,5,167
여성,10대,43.9,상급자,재활/건강,인클라인 덤벨 프레스,15.0,15,2,100
여성,10대,52.6,초보자,재활/건강,어시스트 풀업 머신,7.5,18,2,101
여성,50대,61.2,초보자,다이어트,루마니안 데드리프트,7.5,15,3,31
남성,50대,71.2,중급자,재활/건강,숄더 프레스 머신,27.5,20,2,119
남성,20대,77.6,초보자,재활/건강,워킹 런지,10.0,20,2,94
여성,30대,54.2,중급자,다이어트,워킹 런지,15.0,17,3,53
여성,10대,61.2,초보자,스트렝스,어시스트 풀업 머신,20.0,4,5,123
여성,10대,63.4,중급자,스트렝스,오버헤드 프레스,27.5,3,5,133
여성,20대,52.4,상급자,재활/건강,랫 풀다운 머신,20.0,18,3,113
남성,40대,62.3,중급자,스트렝스,어시스트 풀업 머신,67.5,3,4,142
남성,10대,80.1,중급자,재활/건강,랫 풀다운 머신,30.0,15,2,116
남성,30대,72.9,초보자,스트렝스,사이드 레터럴 레이즈,25.0,3,5,162
여성,50대,52.6,상급자,재활/건강,루마니안 데드리프트,12.5,18,3,97
남성,60대 이상,91.2,초보자,스트렝스,인클라인 덤벨 프레스,32.5,3,5,169
남성,60대 이상,60.0,초보자,다이어트,바벨 스쿼트,15.0,15,3,41
여성,30대,47.8,상급자,다이어트,워킹 런지,20.0,17,3,44
여성,10대,57.6,초보자,다이어트,숄더 프레스 머신,12.5,20,3,30
남성,10대,74.4,중급자,스트렝스,숄더 프레스 머신,82.5,3,4,158
남성,30대,72.1,중급자,다이어트,바벨 스쿼트,30.0,20,3,51
여성,50대,46.9,상급자,다이어트,시티드 로우 머신,30.0,19,3,39
남성,30대,71.0,초보자,스트렝스,시티드 로우 머신,40.0,3,5,121
남성,40대,81.3,중급자,스트렝스,벤치프레스,57.5,5,4,164
여성,10대,37.8,초보자,다이어트,레그 프레스 머신,7.5,16,3,52
남성,10대,75.1,중급자,재활/건강,워킹 런지,20.0,19,3,106
여성,50대,51.0,상급자,스트렝스,워킹 런지,37.5,4,5,170
남성,30대,76.2,중급자,재활/건강,레그 컬 머신,32.5,17,2,111
여성,40대,47.8,중급자,재활/건강,어시스트 풀업 머신,15.0,19,3,90
남성,50대,72.4,초보자,스트렝스,레그 익스텐션 머신,40.0,4,5,123
여성,10대,45.4,초보자,스트렝스,사이드 레터럴 레이즈,10.0,3,5,157
남성,60대 이상,64.8,중급자,스트렝스,벤치프레스,45.0,5,5,136
여성,60대 이상,59.1,초보자,스트렝스,체스트 프레스 머신,20.0,4,5,120
여성,50대,48.4,초보자,재활/건강,바벨 로우,5.0,15,2,110
남성,40대,57.4,상급자,근비대,인클라인 덤벨 프레스,52.5,11,4,65
남성,10대,63.1,상급자,근비대,벤치프레스,57.5,10,4,75
여성,20대,47.0,초보자,재활/건강,레그 컬 머신,5.0,16,3,105
남성,50대,76.5,중급자,재활/건강,오버헤드 프레스,20.0,15,3,99
여성,30대,50.8,초보자,스트렝스,루마니안 데드리프트,12.5,3,4,122
여성,60대 이상,54.1,상급자,스트렝스,오버헤드 프레스,37.5,3,4,173
여성,40대,54.6,상급자,다이어트,체스트 프레스 머신,32.5,18,3,60
남성,20대,70.3,초보자,스트렝스,펙덱 플라이 머신,40.0,4,4,133
여성,20대,51.9,상급자,재활/건강,오버헤드 프레스,12.5,19,3,107
여성,50대,57.8,중급자,다이어트,레그 컬 머신,22.5,19,3,54
남성,20대,75.8,중급자,근비대,바벨 로우,45.0,8,4,64
남성,30대,66.6,중급자,스트렝스,랫 풀다운 머신,70.0,4,4,136
남성,40대,73.7,초보자,스트렝스,페이스 풀,25.0,5,5,171
남성,10대,73.9,초보자,다이어트,체스트 프레스 머신,27.5,16,3,51
여성,40대,63.0,상급자,근비대,시티드 로우 머신,55.0,10,3,66
남성,30대,81.8,초보자,근비대,페이스 풀,25.0,12,3,72
남성,50대,82.6,상급자,스트렝스,레그 컬 머신,130.0,4,5,142
남성,10대,85.0,중급자,재활/건강,시티드 로우 머신,35.0,20,2,119
남성,10대,69.7,중급자,스트렝스,어시스트 풀업 머신,77.5,4,5,158
남성,60대 이상,60.2,중급자,스트렝스,어시스트 풀업 머신,67.5,5,5,143
여성,40대,47.7,상급자,근비대,인클라인 덤벨 프레스,30.0,12,3,89
남성,40대,64.5,상급자,스트렝스,레그 익스텐션 머신,105.0,3,4,153
남성,60대 이상,70.2,중급자,스트렝스,인클라인 덤벨 프레스,50.0,5,5,158
여성,30대,51.2,중급자,다이어트,랫 풀다운 머신,22.5,20,3,43
여성,30대,60.5,상급자,재활/건강,펙덱 플라이 머신,25.0,17,3,110
남성,60대 이상,74.6,상급자,근비대,어시스트 풀업 머신,102.5,9,4,81
남성,30대,76.8,초보자,근비대,숄더 프레스 머신,32.5,8,4,70
남성,10대,70.0,초보자,다이어트,인클라인 덤벨 프레스,15.0,15,3,41
남성,10대,67.9,중급자,근비대,숄더 프레스 머신,60.0,8,3,63
남성,30대,51.3,중급자,스트렝스,인클라인 덤벨 프레스,37.5,3,4,159
남성,50대,74.2,중급자,다이어트,페이스 풀,35.0,15,3,53
여성,20대,55.9,초보자,다이어트,페이스 풀,7.5,15,3,42
남성,30대,79.1,초보자,다이어트,숄더 프레스 머신,25.0,17,3,36
남성,60대 이상,71.2,초보자,근비대,오버헤드 프레스,20.0,11,4,65
남성,60대 이상,75.8,초보자,재활/건강,인클라인 덤벨 프레스,10.0,20,3,108
여성,10대,64.6,상급자,근비대,시티드 로우 머신,60.0,8,4,89
남성,60대 이상,77.7,초보자,다이어트,오버헤드 프레스,17.5,19,3,59
여성,60대 이상,52.4,중급자,다이어트,인클라인 덤벨 프레스,15.0,17,3,54
남성,60대 이상,61.7,초보자,재활/건강,페이스 풀,7.5,18,2,119
여성,60대 이상,46.8,중급자,다이어트,페이스 풀,12.5,18,3,49
여성,10대,49.3,상급자,근비대,시티드 로우 머신,42.5,12,4,60
남성,60대 이상,79.0,상급자,다이어트,레그 컬 머신,72.5,16,3,47
남성,50대,78.4,중급자,근비대,바벨 스쿼트,45.0,10,4,81
여성,60대 이상,44.4,상급자,재활/건강,오버헤드 프레스,12.5,17,3,107
여성,60대 이상,55.9,상급자,근비대,바벨 로우,35.0,8,4,62
남성,30대,93.3,초보자,다이어트,레그 컬 머신,30.0,17,3,45
여성,10대,66.8,중급자,스트렝스,루마니안 데드리프트,30.0,4,4,138
남성,30대,89.5,중급자,재활/건강,인클라인 덤벨 프레스,25.0,15,3,101
여성,40대,53.6,중급자,재활/건강,바벨 스쿼트,10.0,16,3,97
남성,60대 이상,84.8,상급자,스트렝스,바벨 로우,92.5,3,5,148
여성,40대,54.9,상급자,근비대,바벨 로우,35.0,11,4,69
남성,30대,71.1,초보자,근비대,랫 풀다운 머신,32.5,8,4,75
남성,50대,72.9,초보자,다이어트,체스트 프레스 머신,25.0,17,3,50
여성,10대,58.8,상급자,근비대,펙덱 플라이 머신,52.5,9,3,67
여성,30대,62.1,중급자,근비대,체스트 프레스 머신,35.0,12,4,64
여성,40대,46.8,상급자,다이어트,페이스 풀,20.0,17,3,39
남성,60대 이상,77.4,초보자,다이어트,펙덱 플라이 머신,25.0,18,3,53
남성,40대,66.2,상급자,근비대,레그 컬 머신,92.5,9,3,73
여성,10대,63.1,중급자,근비대,바벨 스쿼트,22.5,12,3,79
남성,30대,61.5,중급자,재활/건강,펙덱 플라이 머신,27.5,17,2,100
남성,30대,67.9,상급자,재활/건강,체스트 프레스 머신,47.5,15,3,116
남성,30대,74.7,상급자,스트렝스,숄더 프레스 머신,122.5,4,4,166
여성,40대,63.2,중급자,근비대,루마니안 데드리프트,22.5,11,4,65
남성,10대,73.5,상급자,근비대,바벨 스쿼트,70.0,8,4,90
여성,10대,47.7,상급자,근비대,시티드 로우 머신,45.0,12,3,79
남성,40대,79.9,초보자,재활/건강,사이드 레터럴 레이즈,10.0,20,3,119
여성,50대,47.0,초보자,스트렝스,인클라인 덤벨 프레스,10.0,3,4,156
남성,40대,81.6,중급자,재활/건강,레그 컬 머신,37.5,17,2,100
남성,10대,59.9,중급자,스트렝스,루마니안 데드리프트,42.5,4,5,122
남성,50대,69.9,초보자,근비대,인클라인 덤벨 프레스,22.5,10,3,88
여성,20대,47.9,상급자,스트렝스,오버헤드 프레스,32.5,4,4,121
남성,30대,94.4,중급자,근비대,랫 풀다운 머신,80.0,9,3,89
남성,30대,76.0,초보자,재활/건강,레그 익스텐션 머신,17.5,16,3,92
여성,20대,61.9,상급자,스트렝스,루마니안 데드리프트,42.5,5,4,124
남성,30대,88.6,중급자,재활/건강,랫 풀다운 머신,37.5,15,3,118
여성,30대,51.4,초보자,근비대,시티드 로우 머신,15.0,12,3,79
여성,60대 이상,46.8,초보자,스트렝스,인클라인 덤벨 프레스,10.0,3,4,148
남성,50대,84.7,상급자,근비대,시티드 로우 머신,117.5,9,3,76
여성,40대,49.3,초보자,스트렝스,루마니안 데드리프트,12.5,5,5,169
남성,50대,71.5,중급자,재활/건강,레그 컬 머신,30.0,20,3,94
여성,20대,43.9,상급자,스트렝스,시티드 로우 머신,45.0,3,5,140
여성,30대,42.5,중급자,재활/건강,사이드 레터럴 레이즈,7.5,16,3,112
여성,40대,54.3,초보자,다이어트,펙덱 플라이 머신,12.5,19,3,55
남성,60대 이상,80.4,중급자,스트렝스,레그 컬 머신,82.5,3,5,146
여성,50대,61.3,상급자,다이어트,랫 풀다운 머신,42.5,15,3,30
여성,20대,47.1,상급자,재활/건강,인클라인 덤벨 프레스,12.5,19,3,99
남성,60대 이상,64.2,초보자,근비대,루마니안 데드리프트,20.0,12,3,60
남성,40대,52.2,중급자,근비대,워킹 런지,32.5,11,4,65
여성,30대,56.2,중급자,근비대,워킹 런지,20.0,9,3,89
여성,60대 이상,54.4,상급자,근비대,레그 익스텐션 머신,50.0,9,3,63
여성,40대,53.2,상급자,재활/건강,오버헤드 프레스,12.5,19,2,91
남성,50대,87.3,중급자,근비대,레그 익스텐션 머신,75.0,11,4,80
여성,40대,55.4,상급자,스트렝스,랫 풀다운 머신,57.5,4,4,149
여성,10대,49.4,초보자,다이어트,레그 프레스 머신,10.0,20,3,37
여성,50대,41.1,초보자,근비대,사이드 레터럴 레이즈,7.5,8,4,88
남성,30대,83.7,상급자,근비대,페이스 풀,80.0,12,3,75
여성,20대,50.9,초보자,다이어트,숄더 프레스 머신,10.0,18,3,40
남성,40대,93.9,초보자,근비대,바벨 스쿼트,27.5,11,4,87
여성,60대 이상,59.9,상급자,근비대,인클라인 덤벨 프레스,37.5,12,3,74
여성,50대,60.8,중급자,스트렝스,인클라인 덤벨 프레스,27.5,4,4,153
남성,40대,77.7,상급자,재활/건강,루마니안 데드리프트,30.0,17,2,93
여성,30대,52.5,중급자,다이어트,시티드 로우 머신,22.5,19,3,42
여성,50대,38.5,초보자,근비대,바벨 스쿼트,7.5,12,4,86
남성,50대,84.0,초보자,근비대,루마니안 데드리프트,25.0,9,4,75
여성,20대,42.6,중급자,재활/건강,랫 풀다운 머신,10.0,17,2,94
남성,40대,74.3,상급자,근비대,랫 풀다운 머신,107.5,12,4,62
